Restaurant_Name,City,Restaurant_Type,Cuisines,Cost_for_two,Rating_out_of_5,Customer_rated,Service_Category,Online_Order,Book_Table
Akash Gowdru Biryani Center,Banashankari,Quick Bites,"North Indian, Chinese",300.0,3.4,0,Delivery,No,No
New Sri Udupi Restaurant,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Beverages, Fast Food",200.0,3.7,0,Delivery,No,No
Potato House,Banashankari,Quick Bites,Street Food,200.0,3.4,9,Delivery,Yes,No
Hotel Biriyani Counter,Banashankari,Quick Bites,"North Indian, Chinese, Biryani",350.0,3.7,0,Delivery,No,No
Matru Sagar,Banashankari,Quick Bites,"South Indian, North Indian",300.0,3.7,31,Delivery,Yes,No
Ugadi,Banashankari,Casual Dining,"North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0,2.9,177,Delivery,Yes,No
Sri Krishna Sweets,Banashankari,Sweet Shop,"Mithai, Desserts",250.0,3.7,22,Delivery,Yes,No
In Time Cane Juice,Banashankari,Beverage Shop,"Juices, Beverages",100.0,3.5,10,Delivery,Yes,No
Subway,Banashankari,Quick Bites,"Salad, Fast Food",600.0,3.7,136,Delivery,Yes,No
Daal Roti,Banashankari,Quick Bites,"North Indian, Chinese",250.0,2.9,35,Delivery,Yes,No
The Lassi Park,Banashankari,Quick Bites,"Juices, Desserts",200.0,4.1,185,Delivery,Yes,No
Cafe Coffee Day,Banashankari,Cafe,"Cafe, Fast Food",900.0,3.2,17,Delivery,Yes,No
A2B - Adyar Ananda Bhavan,Banashankari,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400.0,3.8,155,Delivery,Yes,No
Srikrishna Bhavan,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300.0,3.8,42,Delivery,Yes,No
Timepass Dinner,Banashankari,Casual Dining,North Indian,600.0,3.8,286,Delivery,Yes,No
Green Gardenia,Banashankari,Casual Dining,"North Indian, Chinese",700.0,3.8,160,Delivery,Yes,No
J Spice,Banashankari,Casual Dining,"North Indian, Chinese",750.0,3.8,59,Delivery,Yes,No
Karavali Family Restaurant,Banashankari,Casual Dining,"Seafood, Biryani, South Indian, North Indian, Chinese",500.0,3.5,90,Delivery,Yes,No
Karavali Lunch Home,Banashankari,Quick Bites,"South Indian, Mangalorean",350.0,3.7,51,Delivery,Yes,No
Hatti Kaapi,Banashankari,Quick Bites,"South Indian, Beverages",200.0,4.0,89,Delivery,Yes,No
Kolkata Kathi Roll's,Banashankari,Quick Bites,"Fast Food, Rolls",250.0,3.6,18,Delivery,Yes,No
Upahara Darshini,Banashankari,Casual Dining,"North Indian, Chinese, South Indian, Fast Food",600.0,3.9,40,Delivery,Yes,No
The Chaat Shop,Banashankari,Quick Bites,Fast Food,200.0,2.5,35,Delivery,Yes,No
Anda Ka Funda,Banashankari,Quick Bites,"North Indian, Chinese, Rolls",250.0,3.4,89,Delivery,Yes,No
Shri Vinayaka Ice N Juice,Banashankari,Quick Bites,"Beverages, Fast Food",150.0,3.2,11,Delivery,Yes,No
My Tea House,Banashankari,"Quick Bites, Cafe","Italian, Fast Food, Cafe, European",600.0,3.6,62,Delivery,Yes,No
Ibaco,Banashankari,Dessert Parlor,Desserts,300.0,3.9,33,Delivery,Yes,No
Jalaram Sweets,Banashankari,Sweet Shop,"Desserts, Mithai",250.0,3.8,32,Delivery,Yes,No
Samskruti - Sanman Gardenia,Banashankari,Casual Dining,"North Indian, Chinese, South Indian",550.0,4.1,139,Delivery,Yes,No
Bendakaluru Bytes,Banashankari,Quick Bites,Fast Food,300.0,3.2,154,Delivery,Yes,No
Cocoa Bakes,Banashankari,Bakery,"Bakery, Desserts",350.0,3.6,14,Delivery,Yes,No
Chumma Delicious,Banashankari,Quick Bites,"South Indian, Fast Food",200.0,3.7,237,Delivery,Yes,No
New Prashanth Hotel,Banashankari,Casual Dining,"Biryani, North Indian, Seafood, Andhra",650.0,3.9,388,Delivery,Yes,No
SSV Upahar,Banashankari,Quick Bites,"South Indian, Chinese",300.0,4.0,0,Delivery,Yes,No
Dwaraka Grand,Banashankari,Casual Dining,"South Indian, Chinese, Street Food, Juices",500.0,3.9,128,Delivery,Yes,No
Gufha - The President Hotel,Banashankari,Casual Dining,"North Indian, Afghani, Mughlai",1200.0,4.1,1875,Delivery,Yes,Yes
Cafe Vivacity,Banashankari,Cafe,Cafe,650.0,3.8,90,Delivery,Yes,No
Tanna's Kitchen,Banashankari,Quick Bites,"Italian, Chinese, Street Food",250.0,3.1,7,Delivery,Yes,No
Shree Mandarathi Grand,Banashankari,Casual Dining,"South Indian, North Indian",400.0,3.7,38,Delivery,Yes,No
Mojo Pizza - 2X Toppings,Banashankari,Delivery,Pizza,600.0,4.2,179,Delivery,Yes,No
Iceberg Icecreams,Banashankari,Dessert Parlor,"Desserts, Ice Cream",250.0,4.0,43,Delivery,Yes,No
South Kitchen,Banashankari,Quick Bites,South Indian,100.0,4.3,275,Delivery,Yes,No
Chung Wah,Banashankari,Casual Dining,"Chinese, Thai, Momos",850.0,3.7,323,Delivery,Yes,No
Shanthi Sagar,Banashankari,Casual Dining,"South Indian, North Indian, Chinese",400.0,3.1,28,Delivery,Yes,No
Millet Mama,Banashankari,Quick Bites,"South Indian, Healthy Food",200.0,3.9,18,Delivery,Yes,No
Bangarpet Chat Express,Banashankari,Quick Bites,"Street Food, Fast Food",100.0,3.3,6,Delivery,Yes,No
South Cool Point,Banashankari,Dessert Parlor,Beverages,100.0,3.7,0,Delivery,Yes,No
Prems Graama Bhojanam,Banashankari,Casual Dining,South Indian,400.0,4.3,322,Delivery,Yes,No
Java City,Banashankari,Cafe,"Cafe, American, Pizza",450.0,2.6,157,Delivery,Yes,No
Kamat Bugle Rock,Banashankari,Quick Bites,"South Indian, Fast Food",300.0,3.9,543,Delivery,Yes,No
Woodee Pizza,Banashankari,Cafe,"Cafe, Pizza, Fast Food, Beverages",500.0,3.7,180,Delivery,Yes,No
Puliyogare Point,Banashankari,Quick Bites,South Indian,100.0,4.2,444,Delivery,Yes,No
Bangalore Agarwal Bhavan,Banashankari,Quick Bites,"Street Food, North Indian, South Indian",400.0,3.9,134,Delivery,Yes,No
Rustic Stove,Banashankari,Casual Dining,"North Indian, South Indian, Biryani, Beverages",900.0,3.8,577,Delivery,Yes,No
Udupi Ruchi Grand,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200.0,4.2,60,Delivery,Yes,No
De Thaali,Banashankari,Casual Dining,"North Indian, Chinese, Rolls",550.0,3.9,144,Delivery,Yes,No
Spice Elephant,Banashankari,Casual Dining,"Chinese, North Indian, Thai",800.0,4.1,787,Delivery,Yes,No
Just Thindi,Banashankari,Quick Bites,South Indian,200.0,3.6,16,Delivery,Yes,No
Matru Sagar,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",250.0,3.6,84,Delivery,Yes,No
Vasanth Vihar - Since 1965,Banashankari,Quick Bites,"South Indian, Street Food",150.0,3.6,95,Delivery,Yes,No
Sea Spice by 7 Star,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,4.0,349,Delivery,Yes,Yes
Desi Dawat,Banashankari,Quick Bites,"North Indian, Fast Food",400.0,3.7,248,Delivery,Yes,No
Cafe Aira,Banashankari,Cafe,"Cafe, Continental, Beverages, Desserts",500.0,4.1,216,Delivery,Yes,No
Donne Biriyani combos,Banashankari,Casual Dining,Biryani,400.0,3.7,0,Delivery,Yes,No
Penthouse Cafe,Banashankari,Cafe,"Cafe, Italian, Continental",700.0,4.0,324,Delivery,Yes,No
Mast Punjabi,Banashankari,Quick Bites,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,2.6,231,Delivery,Yes,No
South Grand,Banashankari,Casual Dining,"South Indian, North Indian, Chinese, Beverages",400.0,3.4,102,Delivery,Yes,No
Catch-up-ino,Banashankari,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",800.0,3.9,133,Delivery,Yes,No
The Pizzeria,Banashankari,Casual Dining,"Pizza, Italian, Salad",800.0,2.8,45,Delivery,Yes,No
Cafe Zone,Banashankari,Quick Bites,"Fast Food, Chinese, Rolls",300.0,3.9,149,Delivery,Yes,No
Ruchis Point,Banashankari,Quick Bites,"Fast Food, Chinese",200.0,3.8,75,Delivery,Yes,No
Firangi Bake,Banashankari,Delivery,"Mexican, Italian",600.0,4.0,53,Delivery,Yes,No
The Royal Corner - Pai Viceroy,Banashankari,Casual Dining,"North Indian, Chinese",900.0,4.2,815,Delivery,Yes,Yes
Hara Fine Dine,Banashankari,Casual Dining,"North Indian, Chinese",800.0,4.0,633,Delivery,Yes,Yes
Chocoberry,Banashankari,Dessert Parlor,"Ice Cream, Desserts, Beverages",400.0,3.5,56,Delivery,Yes,No
Dakshin Grand,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300.0,3.0,82,Delivery,Yes,No
Sandwichwallas,Banashankari,Quick Bites,Fast Food,200.0,3.7,35,Delivery,Yes,No
Chai Mane,Banashankari,Quick Bites,"Juices, Fast Food",150.0,3.6,20,Delivery,Yes,No
SLV Upachar,Banashankari,Quick Bites,"South Indian, Chinese, Street Food",250.0,3.1,14,Delivery,Yes,No
Waffle-A-Go Go,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400.0,3.9,70,Delivery,Yes,No
Cross Road Cafe,Banashankari,Cafe,"Cafe, Fast Food, Chinese",300.0,3.9,91,Delivery,Yes,No
Anand Donne Biriyani,Banashankari,Quick Bites,Biryani,200.0,3.6,45,Delivery,Yes,No
Seven Star,Banashankari,Quick Bites,"North Indian, Chinese",250.0,3.4,7,Delivery,Yes,No
Stop 'N' Joy,Banashankari,Quick Bites,Fast Food,150.0,3.8,28,Delivery,Yes,No
Sri Yaksha Shiv Sagar,Banashankari,Casual Dining,"North Indian, Chinese",600.0,3.6,24,Delivery,Yes,No
Fudge,Banashankari,Dessert Parlor,"Desserts, Momos",200.0,3.8,36,Delivery,Yes,No
Just Bunny,Banashankari,Quick Bites,Fast Food,200.0,3.5,11,Delivery,Yes,No
Bakers Town,Banashankari,Cafe,"Cafe, Continental, Fast Food",650.0,3.8,77,Delivery,Yes,No
Shree Mahalakshmi Sweets,Banashankari,Sweet Shop,"Mithai, Street Food",100.0,3.2,8,Delivery,Yes,No
Kaapi Kendra,Banashankari,Quick Bites,South Indian,100.0,3.7,14,Delivery,Yes,No
Ivy,Banashankari,Casual Dining,"North Indian, Chinese, Fast Food",600.0,3.8,210,Delivery,Yes,No
The Airos,Banashankari,Cafe,"Cafe, Italian, Pizza",650.0,4.1,130,Delivery,Yes,No
Chai Kraft,Banashankari,Beverage Shop,"Beverages, Tea",100.0,4.1,30,Delivery,Yes,No
Kirthi's Biryani,Banashankari,Cafe,"Chinese, Cafe, Italian",700.0,3.8,144,Delivery,Yes,No
South Point Pub,Banashankari,Bar,"North Indian, Seafood, Chinese",800.0,3.4,11,Delivery,Yes,No
The Trundle,Banashankari,Casual Dining,"Chinese, Thai, Continental, North Indian",700.0,3.7,133,Delivery,Yes,No
The Krishna Grand Xpress,Banashankari,Quick Bites,"South Indian, Fast Food",350.0,4.0,136,Delivery,Yes,No
Sri Krishna Darshini,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",200.0,3.1,4,Delivery,Yes,No
Shringar Sweets & Snacks,Banashankari,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200.0,3.5,11,Delivery,Yes,No
Udupi Grand,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300.0,3.8,74,Delivery,Yes,No
Ganesh Grand,Banashankari,Quick Bites,"South Indian, North Indian, Desserts",300.0,3.7,30,Delivery,Yes,No
Shreyas Upahar & Burger Point,Banashankari,Quick Bites,"South Indian, Burger",200.0,3.0,7,Delivery,Yes,No
Coffee Tindi,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",200.0,3.8,75,Delivery,Yes,No
Little Cafe,Banashankari,Cafe,"Cafe, Beverages",600.0,3.7,54,Delivery,Yes,No
Mumbai Badam Milk & Lassi Center,Banashankari,Kiosk,"Beverages, Desserts",100.0,3.6,23,Delivery,Yes,No
Sri Krishna Sagar,Banashankari,Casual Dining,"North Indian, Chinese",400.0,3.2,119,Delivery,Yes,No
Mylari Biryani Family Restaurant,Banashankari,Quick Bites,"Biryani, Fast Food",400.0,3.7,73,Delivery,Yes,No
1980s Games Cafe,Banashankari,Cafe,"Cafe, Fast Food",400.0,3.4,58,Delivery,Yes,No
Kadala Tarangaa,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600.0,3.6,129,Delivery,Yes,No
Namma Biryani,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250.0,3.6,24,Delivery,Yes,No
Nandhanu's Rasoi,Banashankari,Quick Bites,"Chinese, North Indian",400.0,3.0,175,Delivery,Yes,No
Hotel Pork Paradise,Banashankari,Quick Bites,South Indian,300.0,3.7,21,Delivery,Yes,No
As On Fire,Banashankari,Food Truck,"Pizza, Fast Food, BBQ",400.0,3.5,41,Delivery,Yes,No
J K Fish Land,Banashankari,Quick Bites,"Seafood, Mangalorean",300.0,3.6,35,Delivery,Yes,No
Curry Leaves,Banashankari,Casual Dining,"Andhra, North Indian, Chinese",800.0,4.1,176,Delivery,Yes,No
Lassi Shop,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300.0,3.5,45,Delivery,Yes,No
Magic Meals,Banashankari,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400.0,3.7,47,Delivery,Yes,No
Desi Cream Junction,Banashankari,Casual Dining,"Chinese, North Indian, Pizza, Italian",650.0,3.7,36,Delivery,Yes,Yes
Drunken Monkey,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food",400.0,3.8,52,Delivery,Yes,No
Ruchi's Corner,Banashankari,Quick Bites,Fast Food,200.0,2.7,123,Delivery,Yes,No
Tandoori Bytes,Banashankari,Casual Dining,North Indian,700.0,3.6,59,Delivery,Yes,No
Bangalore Donne Biriyani,Banashankari,Quick Bites,"South Indian, Biryani",300.0,3.2,4,Delivery,Yes,No
SGS Non Veg - Gundu Pulav,Banashankari,Quick Bites,"Biryani, Fast Food",400.0,3.8,101,Delivery,Yes,No
Keventers,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400.0,3.7,54,Delivery,Yes,No
Sree Sagar,Banashankari,Quick Bites,South Indian,200.0,3.8,0,Delivery,Yes,No
Navi Food Point,Banashankari,Quick Bites,Fast Food,200.0,3.6,22,Delivery,Yes,No
Shawarma Inc,Banashankari,Takeaway,"Rolls, Lebanese",250.0,3.1,31,Delivery,Yes,No
The Cafe Nuts and Bolts,Banashankari,Cafe,"Cafe, Fast Food, Chinese",500.0,3.0,29,Delivery,Yes,No
AM WOW,Banashankari,Beverage Shop,Beverages,100.0,3.4,6,Delivery,Yes,No
Lalbagh Grand,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",250.0,3.0,22,Delivery,Yes,No
Funjabi Curries,Banashankari,Quick Bites,North Indian,500.0,2.9,11,Delivery,Yes,No
Eat Repeat,Banashankari,Quick Bites,South Indian,150.0,3.9,101,Delivery,Yes,No
Salut,Banashankari,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza",1200.0,4.1,442,Delivery,Yes,Yes
Nammura Donne Biriyani,Banashankari,Quick Bites,"Biryani, Fast Food",400.0,3.5,155,Delivery,Yes,No
Lassi Stop,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150.0,3.4,12,Delivery,Yes,No
Dakshin Kitchen,Banashankari,Quick Bites,South Indian,100.0,3.6,15,Delivery,Yes,No
Sri Sai Cafe,Banashankari,Quick Bites,South Indian,200.0,3.5,10,Delivery,Yes,No
Sri Sai 99 Variety Dosa,Banashankari,Quick Bites,South Indian,300.0,3.8,25,Delivery,Yes,No
Utsav Restaurant,Banashankari,Quick Bites,"North Indian, Chinese",300.0,3.8,61,Delivery,Yes,No
Crunch and Munch,Banashankari,Quick Bites,"Chinese, Street Food, Ice Cream",300.0,3.7,23,Delivery,Yes,No
Food Geek,Banashankari,Quick Bites,"Sandwich, Fast Food, Rolls",350.0,3.8,25,Delivery,Yes,No
Sri Krishna Aramane,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200.0,3.7,40,Delivery,Yes,No
Great Indian Rolls,Banashankari,Quick Bites,Rolls,100.0,3.3,4,Delivery,Yes,No
Chats Point,Banashankari,Quick Bites,"Fast Food, Street Food",150.0,3.4,8,Delivery,Yes,No
Food Point,Banashankari,Quick Bites,"North Indian, Chinese",300.0,3.5,32,Delivery,Yes,No
Swarga Ruchi,Banashankari,Quick Bites,South Indian,200.0,3.3,10,Delivery,Yes,No
Kolkata King,Banashankari,Quick Bites,"Fast Food, Rolls",300.0,3.4,6,Delivery,Yes,No
Sandwich Mama's And Frozen Monster,Banashankari,Quick Bites,"Ice Cream, Beverages, Fast Food",250.0,3.8,53,Delivery,Yes,No
New Rajadhani Spicy,Banashankari,Casual Dining,North Indian,700.0,3.7,67,Delivery,Yes,No
Big Mishra Pedha,Banashankari,Sweet Shop,Mithai,250.0,2.9,23,Delivery,Yes,No
VEGeatz,Banashankari,Quick Bites,"South Indian, North Indian",200.0,3.4,19,Delivery,Yes,No
Foodizo,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",300.0,3.6,24,Delivery,Yes,No
Food Springs,Banashankari,Quick Bites,"South Indian, Chinese",400.0,4.0,232,Delivery,Yes,No
Chung's Chinese Corner,Banashankari,Casual Dining,Chinese,700.0,3.9,221,Delivery,Yes,No
Eurasia Pasta and Barbeque by Little Italy,Banashankari,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ",1200.0,4.1,1063,Delivery,Yes,Yes
Goli Vada Pav No. 1,Banashankari,Quick Bites,Street Food,200.0,3.7,93,Delivery,Yes,No
Ragoo's,Banashankari,Casual Dining,"Italian, Pizza, North Indian, Salad",800.0,3.9,233,Delivery,Yes,No
Pure & Natural,Banashankari,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500.0,3.9,211,Delivery,Yes,No
Maiyas,Banashankari,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200.0,4.0,1778,Delivery,Yes,No
Sip n Dine,Banashankari,Casual Dining,"North Indian, Chinese, South Indian",800.0,3.6,218,Delivery,Yes,No
Cafe Mondo,Banashankari,Cafe,"Cafe, Italian, Beverages",600.0,3.7,514,Delivery,Yes,No
Jalpaan,Banashankari,Casual Dining,"North Indian, Continental",900.0,4.0,866,Delivery,Yes,Yes
Kataria's Pakwan,Banashankari,Quick Bites,North Indian,400.0,3.2,96,Delivery,Yes,No
Juicy Momos,Banashankari,Quick Bites,"Tibetan, Momos",250.0,3.5,80,Delivery,Yes,No
Amande Patisserie,Banashankari,Bakery,"Bakery, French, Desserts",300.0,4.0,73,Delivery,Yes,No
Anand Sweets and Savouries,Banashankari,Sweet Shop,"Mithai, Street Food",400.0,3.9,84,Delivery,Yes,No
Chicken Hunt,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350.0,3.5,88,Delivery,Yes,No
Swadesh Tadka,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",600.0,3.5,179,Delivery,Yes,No
Cane-O-La,Banashankari,Quick Bites,Juices,100.0,3.8,61,Delivery,Yes,No
New Biryani Mane,Banashankari,Casual Dining,"North Indian, Chinese, Biryani, South Indian",450.0,3.7,128,Delivery,Yes,No
Upahara Darshini,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",400.0,3.8,339,Delivery,Yes,No
Karnataka Bhel House,Banashankari,Quick Bites,Street Food,100.0,4.1,449,Delivery,Yes,No
Sreeraj Lassi Bar,Banashankari,"Dessert Parlor, Beverage Shop",Beverages,150.0,4.1,210,Delivery,Yes,No
Juice Junction Food Court,Banashankari,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200.0,3.7,57,Delivery,Yes,No
Bunt's Biriyani Palace,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",400.0,3.0,213,Delivery,Yes,No
Chai Point,Banashankari,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250.0,3.2,208,Delivery,Yes,No
Janahaar,Banashankari,Quick Bites,South Indian,100.0,3.8,70,Delivery,Yes,No
Redberrys,Banashankari,Cafe,"Cafe, Italian",600.0,4.0,219,Delivery,Yes,No
Utsav,Banashankari,Quick Bites,"North Indian, Street Food",200.0,3.7,59,Delivery,Yes,No
Meat And Eat,Banashankari,Quick Bites,"Fast Food, Burger",500.0,3.1,10,Delivery,Yes,No
Snacks Bite,Banashankari,Quick Bites,"Fast Food, Momos",400.0,3.0,9,Delivery,Yes,No
The Spice Saga,Banashankari,Casual Dining,"Biryani, North Indian, Chinese, Seafood",750.0,3.7,124,Delivery,Yes,No
Dakshin Cafe,Banashankari,Quick Bites,South Indian,100.0,3.7,19,Delivery,Yes,No
Mr. Parathewala,Banashankari,"Takeaway, Delivery",North Indian,300.0,3.7,0,Delivery,Yes,No
Kaulige Millet Corner,Banashankari,Quick Bites,"Healthy Food, South Indian",150.0,3.3,4,Delivery,Yes,No
Ifruit Ice Cream,Banashankari,Dessert Parlor,"Desserts, Ice Cream",150.0,3.3,4,Delivery,Yes,No
Havmor,Banashankari,Dessert Parlor,"Ice Cream, Desserts",200.0,3.8,21,Delivery,Yes,No
Grand Food,Banashankari,"Quick Bites, Bakery","South Indian, Bakery, Chinese",250.0,3.4,8,Delivery,Yes,No
Dining Hut,Banashankari,Quick Bites,"North Indian, Chinese, South Indian",400.0,3.5,10,Delivery,Yes,No
7 Hills Garden Restaurant,Banashankari,Quick Bites,"North Indian, Mughlai, Chinese",400.0,3.7,0,Delivery,Yes,No
Desi Swaad,Banashankari,Quick Bites,North Indian,400.0,3.5,10,Delivery,Yes,No
Yummy Momos,Banashankari,Quick Bites,"Momos, Tibetan, Chinese",200.0,3.2,4,Delivery,Yes,No
Masale Daan,Banashankari,Delivery,North Indian,350.0,3.1,4,Delivery,Yes,No
Sri Manjunatha Tandoori Corner,Banashankari,Quick Bites,Mughlai,300.0,3.7,0,Delivery,Yes,No
Grow Fit,Banashankari,"Takeaway, Delivery","Healthy Food, North Indian, Thai",500.0,3.6,16,Delivery,Yes,No
The House Of Vadapav,Banashankari,Quick Bites,South Indian,150.0,3.8,0,Delivery,Yes,No
Cutcakes,Banashankari,"Takeaway, Delivery",Bakery,300.0,3.8,0,Delivery,Yes,No
Lassi Spot,Banashankari,Beverage Shop,"Beverages, Tea",100.0,3.3,4,Delivery,Yes,No
Sandwich Hub,Banashankari,Quick Bites,"Fast Food, Sandwich",300.0,3.4,12,Delivery,Yes,No
Healthy Bakes 'n' Brew,Banashankari,Bakery,Bakery,150.0,3.8,0,Delivery,Yes,No
Udupi Sri Krishna Cafe,Banashankari,Casual Dining,"North Indian, South Indian",600.0,3.9,14,Delivery,Yes,No
Starlite Bakery & Fastfood,Banashankari,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300.0,3.7,0,Delivery,Yes,No
Veganbreak24x7,Banashankari,"Takeaway, Delivery","South Indian, Chinese, Continental, Biryani",199.0,2.8,5,Delivery,Yes,No
Aadhya Hotel,Banashankari,"Casual Dining, Bar","South Indian, North Indian, Chinese, Biryani",800.0,3.3,5,Delivery,Yes,No
Dodda Mane Baaduta,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani",250.0,3.5,15,Delivery,Yes,No
Swadd Kitchen,Banashankari,Casual Dining,"North Indian, Fast Food",500.0,3.4,4,Delivery,Yes,No
Nandini Milk Parlour and Restaurant,Banashankari,"Dessert Parlor, Quick Bites","Sandwich, Rolls, South Indian, Ice Cream",250.0,3.7,0,Delivery,Yes,No
Happy Chopsticks,Banashankari,Quick Bites,"Chinese, Fast Food",300.0,3.6,17,Delivery,Yes,No
Sai Super Sandwich,Banashankari,Quick Bites,"Sandwich, Beverages",200.0,3.7,0,Delivery,Yes,No
Right Pizza,Banashankari,Quick Bites,Pizza,300.0,3.7,0,Delivery,Yes,No
Udupi Upachar,Banashankari,Quick Bites,"South Indian, North Indian",500.0,3.3,6,Delivery,Yes,No
Davanagere Benne Dose Hut,Banashankari,Quick Bites,South Indian,100.0,3.4,10,Delivery,Yes,No
The Sip Shop,Banashankari,Quick Bites,"Pizza, Beverages, Ice Cream",200.0,3.7,0,Delivery,Yes,No
Jalsa,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",800.0,4.1,775,Delivery,Yes,Yes
Subz,Banashankari,Casual Dining,"North Indian, South Indian",1000.0,4.2,2022,Delivery,Yes,Yes
Rajastani Rasoi,Banashankari,Quick Bites,North Indian,100.0,3.4,0,Delivery,Yes,No
Sri Banashankari Upahara,Banashankari,Quick Bites,"North Indian, South Indian",150.0,3.4000000000000004,0,Delivery,Yes,No
Cafe Shuffle,Banashankari,Cafe,"Cafe, Italian, Continental",600.0,4.2,150,Delivery,Yes,Yes
Mint and Mustard,Banashankari,Casual Dining,"North Indian, Chinese",750.0,4.0,232,Delivery,Yes,No
